350833;07/04/2018 09:00;07/04/2018 09:15;;20;8
350892;07/04/2018 09:15;07/04/2018 13:00;18030263;1;8
350897;07/04/2018 13:00;07/04/2018 14:00;;23;8
350900;07/04/2018 14:00;07/04/2018 17:20;18030263;1;9
350906;07/04/2018 17:20;07/04/2018 17:20;18030263;2;9
350909;07/04/2018 17:20;07/04/2018 18:12;;9;9
422670;09/04/2018 06:00;09/04/2018 08:10;;9;26
422671;09/04/2018 08:10;09/04/2018 12:00;18030314;1;26
422672;09/04/2018 12:00;09/04/2018 12:00;18030314;2;26
422675;09/04/2018 12:00;09/04/2018 13:00;;23;26
422681;09/04/2018 13:00;09/04/2018 14:00;;9;26
422689;09/04/2018 22:00;10/04/2018 02:00;;9;26
422690;10/04/2018 02:00;10/04/2018 03:00;;23;26
422691;10/04/2018 03:00;10/04/2018 03:20;;9;26
422692;10/04/2018 03:20;10/04/2018 06:00;18040028;1;26
631039;10/04/2018 06:00;10/04/2018 08:35;18040028;1;10
631043;10/04/2018 08:35;10/04/2018 08:35;18040028;2;10
631046;10/04/2018 08:35;10/04/2018 09:15;;3;10
631049;10/04/2018 09:15;10/04/2018 09:30;18040029;1;10
631050;10/04/2018 09:30;10/04/2018 11:00;;10;10
631051;10/04/2018 11:00;10/04/2018 12:00;;23;10
631052;10/04/2018 12:00;10/04/2018 14:00;18040029;1;10
631604;10/04/2018 22:00;10/04/2018 23:15;;20;16
631639;10/04/2018 23:15;11/04/2018 01:15;18040029;1;16
631643;11/04/2018 01:15;11/04/2018 01:15;18040029;2;16
631646;11/04/2018 01:15;11/04/2018 02:00;;9;16
631647;11/04/2018 02:00;11/04/2018 03:00;;23;16
631648;11/04/2018 03:00;11/04/2018 06:00;;9;16
931937;11/04/2018 06:00;11/04/2018 09:20;;9;19
931938;11/04/2018 09:20;11/04/2018 11:30;18030294;1;19
931939;11/04/2018 11:30;11/04/2018 12:30;;23;19
931940;11/04/2018 12:30;11/04/2018 13:10;;11;19
931941;11/04/2018 13:10;11/04/2018 14:00;18030294;1;19
932195;11/04/2018 16:35;11/04/2018 17:30;18030294;1;21
932199;11/04/2018 17:30;11/04/2018 18:30;;23;21
932203;11/04/2018 18:30;11/04/2018 21:00;18030294;1;22
932208;11/04/2018 21:00;11/04/2018 21:00;18030294;2;22
932212;11/04/2018 21:00;11/04/2018 22:00;;9;22
932213;11/04/2018 22:00;11/04/2018 23:40;;9;22
932214;11/04/2018 23:40;12/04/2018 02:00;18040084;1;22
932215;12/04/2018 02:00;12/04/2018 03:00;;23;22
932216;12/04/2018 03:00;12/04/2018 05:30;18040084;1;22
932219;12/04/2018 05:30;12/04/2018 06:00;;11;22
932224;12/04/2018 06:00;12/04/2018 10:00;18040084;1;22
932228;12/04/2018 10:00;12/04/2018 10:00;18040084;2;22
932233;12/04/2018 10:00;12/04/2018 10:55;;9;22
932234;12/04/2018 10:55;12/04/2018 13:30;18040077;1;22
932235;12/04/2018 13:30;12/04/2018 14:00;;22;22
932353;12/04/2018 22:00;12/04/2018 22:20;;20;23
932354;12/04/2018 22:20;12/04/2018 23:45;;11;23
932355;12/04/2018 23:45;13/04/2018 02:00;18040077;1;23
932357;13/04/2018 02:00;13/04/2018 03:00;;23;23
932362;13/04/2018 03:00;13/04/2018 05:00;18040077;1;23
932365;13/04/2018 05:00;13/04/2018 05:00;18040077;2;23
932370;13/04/2018 05:00;13/04/2018 06:00;;10;23
1023844;13/04/2018 06:00;13/04/2018 07:55;;9;23
1023845;13/04/2018 07:55;13/04/2018 11:20;18040031;1;23
1023846;13/04/2018 11:20;13/04/2018 11:20;18040031;2;23
1023849;13/04/2018 11:20;13/04/2018 12:30;;9;23
1023853;13/04/2018 12:30;13/04/2018 14:00;18040097;1;23
1023854;13/04/2018 14:00;13/04/2018 17:30;18040097;1;23
1023855;13/04/2018 17:30;13/04/2018 18:30;;23;23
1023856;13/04/2018 18:30;13/04/2018 20:00;18040097;1;23
1023861;13/04/2018 20:00;13/04/2018 20:00;18040097;2;23
1023866;13/04/2018 20:00;13/04/2018 22:00;;9;23
1024061;14/04/2018 06:00;14/04/2018 06:55;;9;24
1024062;14/04/2018 06:55;14/04/2018 09:50;18040099;1;24
1024063;14/04/2018 09:50;14/04/2018 10:20;;10;24
1024064;14/04/2018 10:20;14/04/2018 10:50;18040099;1;24
1024070;14/04/2018 10:50;14/04/2018 10:50;18040099;2;24
1024073;14/04/2018 10:50;14/04/2018 12:00;;9;24
1024078;14/04/2018 12:00;14/04/2018 13:00;;23;24
1024079;14/04/2018 13:00;14/04/2018 13:15;;9;24
1024080;14/04/2018 13:15;14/04/2018 13:45;18040058;1;24
1024081;14/04/2018 13:45;14/04/2018 15:12;;4;24
1165528;16/04/2018 06:00;16/04/2018 14:00;;4;65
1165649;16/04/2018 22:00;17/04/2018 06:00;;4;65
1256013;17/04/2018 06:00;17/04/2018 07:15;;10;56
